TIME,OPEN,HIGH,LOW,CLOSE,VOLUME
1679349600000,1753.14,1754,1745.68,1747.5,19446.8635
1679353200000,1747.5,1750.9,1722,1732.78,29506.0563
1679356800000,1732.77,1757.64,1728.95,1748.47,22181396
1679360400000,1748.46,1755.58,1739.71,1752.31,20152.2366
1679364000000,1752.3,1754.24,1746.2,1748.74,14816.5198
1679367600000,1748.74,1752.31,1743.03,1746.14,10680141
1679371200000,1746.14,1754.17,1745.32,1750.15,12164.4816
1679374800000,1750.15,1750.16,1736.3,1740.43,18470.8951
1679378400000,1740.44,1746.45,1733.99,1738.83,15043.0321
1679382000000,1738.83,1740.48,1717.01,1730.34,33202.3433
1679385600000,1730.34,1740.29,1725,1737.13,23000.3409
1679389200000,1737.13,1755.91,1734.53,1748.4,26275.3594
1679392800000,1748.4,1767.77,1747.07,1757.98,27192584
1679396400000,1757.98,1764,1753.26,1761.34,16567.3847
1679400000000,1761.34,1808.67,1758.33,1805.51,65304.2294
1679403600000,1805.51,1820,1803.13,1819.75,72789.2954
1679407200000,1819.74,1835,1790,1805.48,89932.4259
1679410800000,1805.49,1819.14,1802.96,1812.55,35014.4671
1679414400000,1812.54,1825.98,1806.49,1811.8,49666.9177
1679418000000,1811.8,1815.47,1787.32,1790.17,39530.4844
1679421600000,1790.17,1793.3,1774.04,1788.17,40451.4244
1679425200000,1788.17,1798.93,1784.85,1791.19,40991877
1679428800000,1791.19,1803.53,1787.42,1796.97,20114.7808
1679432400000,1796.97,1799.43,1781.92,1793.63,19220.6147
1679436000000,1793.62,1796.21,1785.22,1793.76,14286.0888
1679439600000,1793.75,1805.75,1790.35,1801.23,15299.1798
1679443200000,1801.23,1802.09,1778.02,1788.29,24300.1885
1679446800000,1788.29,1795.01,1783.94,1794.08,13660.2703
1679450400000,1794.07,1799.19,1793.3,1794.2,11472.1121
1679454000000,1794.2,1807.25,1789.99,1799.59,20169.1642
1679457600000,1799.58,1801.27,1795.41,1801.18,9842.4522
1679461200000,1801.18,1807.66,1800.87,1803.65,10943.6072
1679464800000,1803.65,1804.18,1796.19,1798.45,10220.8485
1679468400000,1798.45,1798.58,1787.15,1792.75,19787.3452
1679472000000,1792.74,1793.81,1783.02,1785.97,16376.1407
1679475600000,1785.97,1790.78,1781.1,1786.38,21716.1514
1679479200000,1786.38,1793.85,1785.06,1790,19053.3568
1679482800000,1790,1793.85,1782.72,1785.25,14956.6995
1679486400000,1785.26,1801.29,1783.23,1795.69,27184.3397
1679490000000,1795.69,1805.61,1792.34,1797.49,23229.7122
1679493600000,1797.49,1818,1795.98,1801.97,51492864
1679497200000,1801.98,1819.98,1798.63,1806.26,53108.2898
1679500800000,1806.26,1809.78,1796,1803.17,27204.7993
1679504400000,1803.18,1803.38,1776.08,1787.2,71157.8552
1679508000000,1787.19,1810.93,1750.9,1772.27,170172.3127
1679511600000,1772.27,1772.28,1710.12,1716.84,132629.0397
1679515200000,1716.84,1735.94,1710.3,1732.55,64525.2383
1679518800000,1732.55,1738.52,1717.71,1719.46,31923.2258
1679522400000,1719.47,1728.23,1713.46,1726.72,26215.9458
1679526000000,1726.73,1736.47,1725.46,1734.33,19945.6418
1679529600000,1734.34,1745,1730.08,1737.38,23064.7105
1679533200000,1737.37,1737.56,1729.54,1730.06,15049.0178
1679536800000,1730.06,1740.11,1729.35,1739.07,11799.4886
1679540400000,1739.06,1742.53,1736.38,1737.21,10839.2556
1679544000000,1737.22,1739.33,1730.17,1731.7,20771.2629
1679547600000,1731.69,1752.22,1730.44,1749.27,23286.5427
1679551200000,1749.26,1753.57,1746.09,1750.36,14721.3799
1679554800000,1750.37,1751.31,1744.81,1750.84,13101.1022
1679558400000,1750.84,1756.82,1747.99,1751.44,14143.1023
1679562000000,1751.43,1755.99,1749.02,1754.93,13873.5776
1679565600000,1754.93,1759,1750.34,1751.05,12191.9721
1679569200000,1751.05,1757.13,1744.75,1754.8,20046.7857
1679572800000,1754.79,1757.66,1749.82,1751.22,20370.4353
1679576400000,1751.22,1752.45,1741.33,1747.6,27415.7973
1679580000000,1747.61,1806.62,1744.23,1803.53,65454.5176
1679583600000,1803.53,1857.16,1801.13,1836.99,155598.2991
1679587200000,1836.99,1841.15,1822.07,1828.54,62357.9974
1679590800000,1828.53,1832.4,1815.44,1826.4,42496871
1679594400000,1826.41,1829.88,1792.42,1801.98,40912.4708
1679598000000,1801.99,1823.72,1793.54,1820.84,52656.4127
1679601600000,1820.85,1820.98,1805.92,1815.8,23203.3277
1679605200000,1815.8,1815.81,1803.36,1813.99,16982.1746
1679608800000,1814,1814.85,1802.55,1808.5,15239.8762
1679612400000,1808.51,1821.11,1807.1,1813.79,16484.7254
1679616000000,1813.78,1818.99,1809.39,1810.38,15995.3901
1679619600000,1810.38,1818.33,1806.51,1815.22,14678.5769
1679623200000,1815.23,1818.45,1808.82,1809.38,13979.77
1679626800000,1809.37,1813.56,1809.02,1812.34,13296.8599
1679630400000,1812.35,1815.29,1803.12,1804.5,33401.9297
1679634000000,1804.5,1813.62,1804.16,1811.88,10406.0731
1679637600000,1811.87,1814.82,1810.51,1813.26,8944.4215
1679641200000,1813.26,1817.48,1809.11,1815.18,17660.9299
1679644800000,1815.18,1816.61,1787.74,1794.88,32760.2611
1679648400000,1794.89,1799.94,1782.1,1786.82,32335.1088
1679652000000,1786.82,1788.97,1776.78,1787.47,25267.1882
1679655600000,1787.47,1789.84,1783.11,1789.52,6266946
1679659200000,1789.52,1789.52,1789.52,1789.52,0
1679666400000,1789.51,1789.51,1756.87,1763.12,59739.7452
1679670000000,1763.11,1771.14,1753,1767.01,40962.9741
1679673600000,1767,1770.01,1760.3,1762.76,21022.1404
1679677200000,1762.76,1764.47,1726.4,1737.51,63428.4415
1679680800000,1737.51,1767.06,1736.08,1756.03,43008.0804
1679684400000,1756.04,1767.12,1751.85,1763.86,19578.7639
1679688000000,1763.86,1764.64,1739.56,1748.62,28814.5473
1679691600000,1748.61,1750.45,1728.47,1745.21,33987.5823
1679695200000,1745.2,1749.01,1741.63,1743.26,12927.2989
1679698800000,1743.27,1753.87,1742.22,1749.57,16307.1125
1679702400000,1749.57,1758.41,1746.48,1756.33,13545.4908
1679706000000,1756.32,1757.07,1748.82,1753.88,10968.0535
1679709600000,1753.88,1762.43,1753.18,1758.66,10659.0821
1679713200000,1758.65,1759.12,1754.01,1756,10115.6314
1679716800000,1756,1759.11,1749.52,1753.37,19096.7623
1679720400000,1753.36,1754.84,1741.77,1744.05,16106.4067
1679724000000,1744.04,1751.6,1741.66,1748.74,12403213
1679727600000,1748.75,1752.8,1747.11,1747.25,7835.4425
1679731200000,1747.26,1750.27,1736.05,1743.38,18925.7854
1679734800000,1743.38,1750.38,1739.98,1748.17,12748.7509
1679738400000,1748.17,1750.61,1741.72,1747.45,9940.0383
1679742000000,1747.45,1750.52,1743.2,1745.25,7717.0059
1679745600000,1745.24,1746.48,1738.78,1745.5,11296.1456
1679749200000,1745.51,1758.8,1740.29,1754.42,18951.2739
1679752800000,1754.42,1757.39,1747.79,1748.32,14177.6815
1679756400000,1748.33,1763.23,1744.64,1754.93,20406.0843
1679760000000,1754.93,1757.76,1752.72,1752.84,13011.5103
1679763600000,1752.85,1754.43,1740.74,1744.32,17742.4911
1679767200000,1744.31,1746.45,1737.5,1738.93,13881.5668
1679770800000,1738.92,1739,1715.19,1716.98,47386.1905
1679774400000,1716.97,1740,1713.09,1730.55,22230.1504
1679778000000,1730.56,1737.11,1728.02,1732.76,9409.16
1679781600000,1732.76,1743.92,1731.22,1737.83,11482.7896
1679785200000,1737.82,1742.65,1735.47,1741.88,5642.6675
1679788800000,1741.88,1756.61,1739.31,1750.58,16373.2849
1679792400000,1750.58,1755.05,1747.94,1751.7,8355.0758
1679796000000,1751.7,1754.15,1750.34,1752.59,5861.6813
1679799600000,1752.58,1754.87,1747.48,1749.57,7531.9002
1679803200000,1749.58,1749.96,1746,1749.12,4774.8073
1679806800000,1749.11,1754.43,1746.17,1753.24,5931.7888
1679810400000,1753.23,1755.72,1750.41,1751.91,6728.6661
1679814000000,1751.92,1755.46,1751.3,1752.55,9590.0021
1679817600000,1752.55,1787.64,1749.8,1774.75,36934.3846
1679821200000,1774.75,1782.16,1771.14,1774.99,18484.1955
1679824800000,1775,1775.55,1766.4,1771.43,10682.0852
1679828400000,1771.44,1782.31,1767.54,1777.76,14036.9715
1679832000000,1777.77,1782.64,1770.87,1775.57,17773.2679
1679835600000,1775.56,1801,1773.16,1796.47,38926.7285
1679839200000,1796.48,1796.99,1753.02,1763.63,48587.0762
1679842800000,1763.63,1769.82,1759.82,1762.81,18914.2101
1679846400000,1762.81,1767.77,1754.33,1756.8,13163.9136
1679850000000,1756.8,1768.46,1755.25,1766.97,11456.4743
1679853600000,1766.98,1771.82,1763.88,1765.99,8558.7427
1679857200000,1765.98,1769.45,1764,1765.82,5064.1426
1679860800000,1765.83,1769.69,1754.39,1760.35,12737.3298
1679864400000,1760.35,1764.31,1757.01,1764.12,6148.1795
1679868000000,1764.11,1779.22,1761.22,1776.08,13690.1885
1679871600000,1776.07,1783.7,1772.71,1773.88,14628.1402
1679875200000,1773.88,1780.48,1771.95,1778.87,14534.5603
1679878800000,1778.88,1780.48,1762.97,1763.31,16424.0281
1679882400000,1763.31,1765.81,1758.94,1765.53,13562.5888
1679886000000,1765.53,1767.6,1762.7,1765,8173.4901
1679889600000,1765.01,1767.89,1763.94,1764.63,9030.8144
1679893200000,1764.63,1765.62,1747.23,1750.3,19518.6826
1679896800000,1750.31,1755.57,1746.57,1753.44,15041.8632
1679900400000,1753.45,1756.04,1748.88,1752.2,11788.9314
1679904000000,1752.2,1759.1,1749.37,1756.2,9656.7502
1679907600000,1756.2,1765.02,1754.49,1763.38,15640.8771
1679911200000,1763.37,1766.83,1760.14,1764.96,9224871
1679914800000,1764.96,1770.2,1762.71,1765.42,10745.8941
1679918400000,1765.42,1769.33,1752.49,1756.1,16119.3887
1679922000000,1756.1,1764.75,1749.11,1754.93,23030956
1679925600000,1754.92,1757.97,1719.37,1719.75,59571.0095
1679929200000,1719.75,1721,1686.13,1711.74,127541.0821
1679932800000,1711.73,1732,1708.17,1717.42,53200.7526
1679936400000,1717.42,1720.74,1704.3,1707.92,28355.2262
1679940000000,1707.92,1719.03,1706.19,1714.52,16569.1355
1679943600000,1714.52,1719.5,1701.06,1704.58,18981.4392
1679947200000,1704.59,1709.15,1696.29,1707.74,25315.1127
1679950800000,1707.73,1717.21,1706,1713.01,17479042
1679954400000,1713.01,1715.63,1707.06,1709.49,17793.4358
1679958000000,1709.49,1716.94,1707.57,1715.22,13263.5707
1679961600000,1715.21,1719.7,1706.29,1707.56,22447.0263
1679965200000,1707.55,1726.94,1701.13,1717.02,24530.7428
1679968800000,1717.01,1718.85,1710,1713.72,9354.5434
1679972400000,1713.71,1713.95,1709.25,1711.65,8074.0583
1679976000000,1711.65,1718.17,1709.53,1718.16,12827.8862
1679979600000,1718.16,1724.31,1714.27,1724.3,15892.4156
1679983200000,1724.31,1735.93,1723.62,1731.44,21886.5801
1679986800000,1731.44,1734.05,1723,1724.53,14031.4457
1679990400000,1724.54,1729.3,1721.61,1728.07,10987.0868
1679994000000,1728.06,1729.02,1716.15,1718.7,11686619
1679997600000,1718.7,1722.13,1709.87,1717.58,24343.4078
1680001200000,1717.58,1754.48,1717.32,1745.48,38179.0169
1680004800000,1745.48,1751.07,1730.02,1737.05,28499.8265
1680008400000,1737.05,1745,1730.89,1737.6,23455.4155
1680012000000,1737.59,1751.41,1735.71,1740.03,31254.8083
1680015600000,1740.04,1746.54,1737.04,1744.08,18881.5143
1680019200000,1744.08,1747.53,1732.47,1735.31,17449.8183
1680022800000,1735.32,1739.78,1727.35,1736.42,18446.7538
1680026400000,1736.42,1780.99,1735.33,1777.23,64837.5292
1680030000000,1777.23,1795.73,1766.98,1785.85,55244.7296
1680033600000,1785.84,1790.54,1771.17,1774.54,22581.5878
1680037200000,1774.54,1775.82,1762,1769.05,15076.1787
1680040800000,1769.04,1773.09,1766.39,1770.48,11546.6278
1680044400000,1770.47,1777.75,1770.47,1772.99,14995.7786
1680048000000,1773,1778.3,1772.48,1775.24,16888.8684
1680051600000,1775.24,1788.99,1775.24,1778.47,23068.0121
1680055200000,1778.47,1782.72,1777.05,1779.42,11767.3365
1680058800000,1779.42,1781,1775.01,1778.07,11381.57
1680062400000,1778.06,1799,1778.06,1791.85,28314.7839
1680066000000,1791.85,1795.02,1787.71,1789.67,16992.1394
1680069600000,1789.67,1818,1786.34,1805.06,61339826
1680073200000,1805.06,1811.51,1803.06,1804.86,20279.1461
1680076800000,1804.85,1827.99,1799.66,1820.63,61714.3718
1680080400000,1820.63,1824.76,1813.99,1814.24,24170.1951
1680084000000,1814.25,1817.79,1808.14,1810.97,21130.5955
1680087600000,1810.97,1812,1805,1811.22,16584.4021
1680091200000,1811.23,1812.87,1801.45,1810.83,24839.0773
1680094800000,1810.84,1815,1804,1810.18,22452.8585
1680098400000,1810.17,1816.42,1792.43,1796.64,35337.7057
1680102000000,1796.65,1809.62,1793.94,1807.68,18245.7439
1680105600000,1807.67,1808.62,1791.88,1793.24,18346.0937
1680109200000,1793.24,1803.99,1792.2,1798.5,14488.2733
1680112800000,1798.51,1806.33,1795.89,1803.81,12473.4333
1680116400000,1803.79,1812,1801.8,1809.02,14319.2011
1680120000000,1809.02,1809.6,1802.12,1803.47,12499.2442
1680123600000,1803.48,1805.84,1794.37,1794.61,9474.7024
1680127200000,1794.61,1796.3,1782.71,1790.52,27225.9858
1680130800000,1790.52,1800,1789.81,1793.07,13532.0311
1680134400000,1793.06,1799.26,1776.43,1785.26,20939.4089
1680138000000,1785.25,1794,1781.33,1791.09,26171313
1680141600000,1791.09,1829.69,1790.47,1816.8,61455.4471
1680145200000,1816.8,1817.84,1766.5,1787.66,78152.8254
1680148800000,1787.66,1799.36,1785.52,1796.82,21351.82
1680152400000,1796.81,1798.29,1791,1797.13,12402.9176
1680156000000,1797.13,1802.01,1792.8,1796.16,21874853
1680159600000,1796.15,1813.27,1794.5,1806.47,23067.4757
1680163200000,1806.46,1808.46,1798.37,1799.12,18099.2911
1680166800000,1799.13,1801.53,1793.4,1800.63,14743224
1680170400000,1800.64,1806,1798.27,1803.53,11582.3844
1680174000000,1803.52,1807.27,1801.74,1804.62,11504.4534
1680177600000,1804.62,1805.88,1797.05,1804.21,16682.8789
1680181200000,1804.2,1804.95,1793.13,1797.69,18234.8686
1680184800000,1797.69,1798.72,1786.5,1795.01,27531.9631
1680188400000,1795,1796.61,1784.18,1789.42,27665.6578
1680192000000,1789.41,1791.82,1778.64,1785.56,31185.2255
1680195600000,1785.56,1787.42,1763,1770.18,40953155
1680199200000,1770.19,1777.02,1767.21,1776.6,17891.6033
1680202800000,1776.6,1784.2,1775.2,1781.62,13534.7156
1680206400000,1781.63,1798.96,1779.1,1795.23,22030.7907
1680210000000,1795.24,1797.68,1790.52,1792.8,12272.7528
1680213600000,1792.79,1795.12,1782.11,1784.47,15354.0595
1680217200000,1784.47,1800,1781.84,1793.61,15006955
1680220800000,1793.6,1809.32,1789.42,1805.43,24915.3537
1680224400000,1805.42,1817.99,1800,1802.35,28743.7893
1680228000000,1802.35,1805.61,1799.39,1803.18,11827.3276
1680231600000,1803.18,1808.72,1802.46,1803.22,11463.0527
1680235200000,1803.23,1805.46,1799.96,1804.71,10624.0933
1680238800000,1804.71,1808.5,1792.63,1796.62,13273.9367
1680242400000,1796.61,1800,1795.05,1797.95,9957.9
1680246000000,1797.94,1799.02,1777.91,1795.23,35617.6813
1680249600000,1795.23,1798.23,1786.17,1790,19260.7312
1680253200000,1790,1794.57,1787.12,1790.16,12879.4554
1680256800000,1790.16,1799.72,1789.29,1792.89,12925.6571
1680260400000,1792.88,1795.97,1788.85,1792.89,13313.8942
1680264000000,1792.9,1812.67,1790.56,1807.08,28675.0214
1680267600000,1807.07,1840,1804.73,1826.3,71045.1061
1680271200000,1826.3,1847.28,1825.01,1836.73,59859.1701
1680274800000,1836.74,1842.28,1824.06,1830.6,40884.2991
1680278400000,1830.6,1834.64,1819.04,1830.33,21192.6215
1680282000000,1830.32,1832.06,1821.76,1825.53,17507.4943
1680285600000,1825.53,1826.37,1821.01,1822.95,12191.3227
1680289200000,1822.96,1831.71,1818.09,1829.22,30053.1803
1680292800000,1829.23,1829.32,1813.95,1817.7,23232.2992
1680296400000,1817.7,1828,1815.2,1824.26,15725.2866
1680300000000,1824.26,1830.03,1822.11,1826.34,11066.3308
1680303600000,1826.35,1826.72,1821.05,1821.52,18290.4716
1680307200000,1821.52,1827.73,1819.61,1822.85,11574.6772
1680310800000,1822.85,1834.32,1821.2,1833.43,12189.0033
1680314400000,1833.43,1842.83,1824.07,1829.25,19487.4655
1680318000000,1829.26,1829.68,1823.7,1825.99,7332.3566
1680321600000,1825.99,1829.67,1824.4,1826.92,7221.1098
1680325200000,1826.91,1827.31,1820.19,1825.58,10417.5098
1680328800000,1825.58,1825.64,1812.12,1823.06,22064.6505
1680332400000,1823.07,1826.23,1818.83,1823.46,12152.5073
1680336000000,1823.47,1828.44,1821.07,1825.26,15199.7762
1680339600000,1825.26,1828.32,1824.48,1824.48,8162.0337
1680343200000,1824.48,1828.66,1822.25,1826.95,8210.8921
1680346800000,1826.94,1828.64,1822.83,1824.04,12856.2667
1680350400000,1824.04,1827.13,1822.44,1826.68,10797.3335
1680354000000,1826.68,1826.69,1823.53,1825.28,9347.7148
1680357600000,1825.29,1825.85,1814.51,1816.86,16963.4335
1680361200000,1816.86,1821.97,1814.22,1820.38,13940.6813
1680364800000,1820.38,1824.33,1807.81,1815.34,18603.0047
1680368400000,1815.34,1819.09,1814.42,1816.83,11196.9578
1680372000000,1816.83,1817.42,1812.29,1815.59,8416.0083
1680375600000,1815.6,1816.22,1811.4,1814.76,6253.9026
1680379200000,1814.76,1824.7,1814.47,1816.63,15722.2488
1680382800000,1816.63,1822.55,1815.99,1820.7,4154.0053
1680386400000,1820.7,1825.72,1819.63,1823.28,5891.4869
1680390000000,1823.27,1824.54,1819.37,1820.79,4749.9412
1680393600000,1820.8,1823.61,1812,1813.19,10673.2711
1680397200000,1813.19,1816.95,1811.98,1811.99,8083.5382
1680400800000,1811.98,1814.67,1809.73,1813.77,11371.8328
1680404400000,1813.78,1818.87,1812.11,1817.68,7694.2164
1680408000000,1817.68,1818.67,1813.42,1814.09,6475.6316
1680411600000,1814.08,1822.56,1813.94,1821.87,10944.1491
1680415200000,1821.86,1824.81,1819.01,1823.09,6658.2551
1680418800000,1823.09,1824.32,1820.16,1820.6,10413.1689
1680422400000,1820.59,1821.01,1816.34,1818.34,10099.7734
1680426000000,1818.34,1823.66,1818.22,1821.72,9737.8819
1680429600000,1821.73,1822.05,1816.78,1817.17,7339.7951
1680433200000,1817.18,1819.24,1815.25,1817.42,7300.2928
1680436800000,1817.42,1817.89,1810.2,1813.3,12890126
1680440400000,1813.3,1819.91,1805.01,1813.93,25912.8042
1680444000000,1813.93,1817,1811.41,1812.84,7707.4043
1680447600000,1812.84,1813.16,1789.1,1797.54,43812.9954
1680451200000,1797.54,1798.69,1785.12,1795.2,21308.0636
1680454800000,1795.19,1803.92,1795.15,1801.52,11731.1781
1680458400000,1801.52,1802.01,1797.44,1797.7,7495.9477
1680462000000,1797.69,1798,1771.7,1781.75,30210.2712
1680465600000,1781.75,1789.67,1777.35,1788.38,14254.4744
1680469200000,1788.37,1792.92,1783.12,1786.95,12663.4112
1680472800000,1786.95,1793.93,1778.02,1793.41,17934.5898
1680476400000,1793.42,1795.81,1790.86,1794.51,9409.8662
1680480000000,1794.51,1794.56,1786.73,1791.09,9696.7364
1680483600000,1791.08,1792.92,1762.77,1771.89,41530.3116
1680487200000,1771.89,1778,1769.22,1775.23,21169.6246
1680490800000,1775.23,1779.18,1772.93,1778.34,13052.2451
1680494400000,1778.33,1778.86,1772.54,1777.29,10536.7163
1680498000000,1777.28,1782.41,1776.35,1778.47,9772.1387
1680501600000,1778.47,1786.27,1777.59,1785.87,12742.2631
1680505200000,1785.88,1795,1785.51,1794.87,20019081
1680508800000,1794.86,1817.5,1794.74,1812.19,46060.6754
1680512400000,1812.2,1814.6,1808.82,1809.36,21007.6224
1680516000000,1809.35,1814.49,1804.14,1804.17,19823.2602
1680519600000,1804.17,1809.34,1801.44,1807.69,16443.6618
1680523200000,1807.69,1807.86,1797.5,1803.37,16692.4874
1680526800000,1803.36,1822.35,1801.99,1808.36,23836.7827
1680530400000,1808.35,1811.14,1791.1,1793.28,30636.7233
1680534000000,1793.29,1800.11,1788.64,1797.11,18728.2226
1680537600000,1797.12,1802.18,1792.98,1793.77,16158.2777
1680541200000,1793.76,1806.86,1791.4,1800.61,16821.2924
1680544800000,1800.61,1839.99,1798.34,1831.92,73351.3866
1680548400000,1831.92,1838.48,1814.22,1818.89,34828.7944
1680552000000,1818.88,1819.86,1776,1780.05,73437.8711
1680555600000,1780.06,1798.47,1768.27,1795.09,34359.1518
1680559200000,1795.1,1815.96,1793.49,1806.31,28667.6964
1680562800000,1806.31,1818.18,1805.93,1810.51,19130.6389
1680566400000,1810.51,1816.83,1802.01,1804.98,19613.9584
1680570000000,1804.97,1814.73,1803.47,1807.24,12883.7607
1680573600000,1807.23,1813.4,1805.57,1807.89,11173.5878
1680577200000,1807.89,1812.84,1807.43,1807.62,8528.8731
1680580800000,1807.61,1809.41,1803.17,1803.9,8771.9268
1680584400000,1803.91,1810.76,1803.75,1808.83,8944.2046
1680588000000,1808.83,1820,1807.75,1816.6,18787.2743
1680591600000,1816.59,1823.07,1808,1812.2,30566.7628
1680595200000,1812.21,1825,1811.04,1823.12,17841.5968
1680598800000,1823.11,1832.84,1820.03,1829.32,31700.7615
1680602400000,1829.33,1838.4,1828.13,1832.16,33753.3065
1680606000000,1832.16,1875,1830,1864.91,123543.3324
1680609600000,1864.9,1873.62,1860.53,1869.46,48519.2771
1680613200000,1869.46,1891.91,1857.17,1864.47,61847.7878
1680616800000,1864.48,1879.96,1859.19,1863.82,36920.9919
1680620400000,1863.83,1868.25,1851.95,1862.96,38172.1823
1680624000000,1862.96,1868.4,1857.16,1866,16922.4136
1680627600000,1866,1873.74,1864.81,1870.41,18269.6454
1680631200000,1870.41,1872.12,1862.27,1864.54,10982.8603
1680634800000,1864.54,1871.09,1862.55,1868.92,13340.6891
1680638400000,1868.92,1887,1866.9,1878.02,19567.1639
1680642000000,1878.02,1878.22,1866.45,1871.58,10671.2313
1680645600000,1871.57,1873.43,1865.62,1866.99,8252.1439
1680649200000,1866.98,1875.48,1859.21,1870.37,12632.9088
1680652800000,1870.38,1918,1864.58,1913.77,68819.6674
1680656400000,1913.77,1925,1905.39,1911.02,29636.7733
1680660000000,1911.02,1925,1906.68,1910.76,24046.2379
1680663600000,1910.76,1913.71,1904.69,1912.37,13365751
1680667200000,1912.37,1913.92,1908.07,1908.84,10432.7297
1680670800000,1908.84,1918,1907.19,1911.93,12914.0703
1680674400000,1911.92,1914.24,1909.58,1912.77,10189.4076
1680678000000,1912.76,1913.1,1907.58,1909.96,12431.7922
1680681600000,1909.96,1915.02,1903.51,1911,19474.6335
1680685200000,1911,1914.87,1908.03,1909.3,10767.8588
1680688800000,1909.29,1913.87,1908.72,1913.87,8152.0747
1680692400000,1913.87,1921.7,1910.5,1914.56,17216.2973
1680696000000,1914.56,1942.98,1893.93,1921.74,54213.5896
1680699600000,1921.73,1924.99,1906.16,1912.9,38446.3193
1680703200000,1912.91,1917.51,1889.45,1897.45,49855.0942
1680706800000,1897.46,1905.26,1882.31,1897.2,49990.1835
1680710400000,1897.21,1900.79,1887.55,1893.28,25585.0444
1680714000000,1893.28,1902.26,1891.1,1898.14,16400.8915
1680717600000,1898.14,1900.48,1891.1,1900.13,12135.4831
1680721200000,1900.13,1918,1892.88,1909.19,26496.4163
1680724800000,1909.18,1915.36,1903,1905.75,14370.6369
1680728400000,1905.74,1911.42,1905.74,1911.32,6258606
1680732000000,1911.33,1913.69,1907.14,1909.95,9919.2279
1680735600000,1909.96,1913.17,1907.2,1908.69,7476.7291
1680739200000,1908.68,1909.91,1890.81,1896.7,24713.6912
1680742800000,1896.7,1900.48,1885.95,1898.41,18597.0121
